Timestamp,Open,High,Low,Close,Volume,symbol,Date
1609113600.0,0.002551,0.002689,0.002476,0.002567,8374.8941,ZEC/BTC,2020-12-28
1609200000.0,0.002567,0.002617,0.002342,0.002384,10318.1084,ZEC/BTC,2020-12-29
1609286400.0,0.002391,0.002399,0.002202,0.002219,9189.5639,ZEC/BTC,2020-12-30
1609372800.0,0.002218,0.002224,0.002139,0.002208,4184.0034,ZEC/BTC,2020-12-31
1609459200.0,0.002209,0.002291,0.00188,0.001935,23828.9229,ZEC/BTC,2021-01-01
1609545600.0,0.001935,0.002002,0.001742,0.00178,27133.9332,ZEC/BTC,2021-01-02
1609632000.0,0.001786,0.001832,0.001622,0.0018,18809.4813,ZEC/BTC,2021-01-03
1609718400.0,0.0018,0.002099,0.0018,0.001883,21069.3695,ZEC/BTC,2021-01-04
1609804800.0,0.001884,0.001944,0.001726,0.001757,14405.3181,ZEC/BTC,2021-01-05
1609891200.0,0.001759,0.001871,0.001686,0.001737,14436.9281,ZEC/BTC,2021-01-06
1609977600.0,0.001739,0.001951,0.001706,0.00172,33201.4908,ZEC/BTC,2021-01-07
1610064000.0,0.001722,0.001758,0.001608,0.00169,19040.1178,ZEC/BTC,2021-01-08
1610150400.0,0.001695,0.001978,0.001657,0.001961,18884.3391,ZEC/BTC,2021-01-09
1610236800.0,0.001965,0.002621,0.001928,0.002525,71281.4638,ZEC/BTC,2021-01-10
1610323200.0,0.002525,0.003089,0.002345,0.002473,97103.1877,ZEC/BTC,2021-01-11
1610409600.0,0.002474,0.003012,0.002439,0.00291,27430.7725,ZEC/BTC,2021-01-12
1610496000.0,0.002923,0.003478,0.002828,0.003153,32600.0388,ZEC/BTC,2021-01-13
1610582400.0,0.003149,0.00315,0.002752,0.002846,22068.3616,ZEC/BTC,2021-01-14
1610668800.0,0.002846,0.003055,0.002753,0.00281,10684.1298,ZEC/BTC,2021-01-15
1610755200.0,0.002804,0.003112,0.002747,0.003004,11201.092,ZEC/BTC,2021-01-16
1610841600.0,0.003,0.003021,0.002775,0.002858,9311.3908,ZEC/BTC,2021-01-17
1610928000.0,0.00286,0.002974,0.002771,0.002826,8805.2144,ZEC/BTC,2021-01-18
1611014400.0,0.00282,0.002994,0.002758,0.002856,8067.197,ZEC/BTC,2021-01-19
1611100800.0,0.002846,0.002875,0.002675,0.002791,9355.6698,ZEC/BTC,2021-01-20
