Timestamp,Open,High,Low,Close,Volume,symbol,Date
1609113600.0,3.9956,4.5608,3.9367,4.5537,57565.6,BAND/GBP,2020-12-28
1609200000.0,4.5605,4.5659,3.9273,4.1825,42636.05,BAND/GBP,2020-12-29
1609286400.0,4.1825,4.2123,3.8862,3.95,37042.59,BAND/GBP,2020-12-30
1609372800.0,3.94,4.0871,3.8516,3.9031,49440.67,BAND/GBP,2020-12-31
1609459200.0,3.9564,4.2205,3.9157,4.0461,43801.68,BAND/GBP,2021-01-01
1609545600.0,4.0517,4.4534,3.9454,4.4515,116529.71,BAND/GBP,2021-01-02
1609632000.0,4.4508,5.0252,4.3354,4.9612,198811.67,BAND/GBP,2021-01-03
1609718400.0,4.9434,5.4881,4.4001,4.9602,103744.0,BAND/GBP,2021-01-04
1609804800.0,4.9729,5.6951,4.6125,5.4627,98097.36,BAND/GBP,2021-01-05
1609891200.0,5.4628,6.9608,5.1188,6.5718,151060.22,BAND/GBP,2021-01-06
1609977600.0,6.5767,7.0922,5.8937,6.3164,121017.25,BAND/GBP,2021-01-07
1610064000.0,6.2596,7.9497,5.6377,7.6883,242851.29,BAND/GBP,2021-01-08
1610150400.0,7.6524,8.4687,7.2,7.3394,222389.44,BAND/GBP,2021-01-09
1610236800.0,7.4207,7.8899,6.1288,6.7323,208624.92,BAND/GBP,2021-01-10
1610323200.0,6.7323,6.7323,5.0001,5.9319,178290.92,BAND/GBP,2021-01-11
1610409600.0,5.945,6.4096,5.5051,5.7314,22084.43,BAND/GBP,2021-01-12
1610496000.0,5.6578,6.75,5.5105,6.61,49362.02,BAND/GBP,2021-01-13
1610582400.0,6.6404,6.7662,6.1191,6.5175,91495.8,BAND/GBP,2021-01-14
1610668800.0,6.54,7.7567,6.3634,7.7341,167588.06,BAND/GBP,2021-01-15
1610755200.0,7.75,8.4011,7.2825,7.526,104011.4,BAND/GBP,2021-01-16
1610841600.0,7.526,7.826,6.8,7.6609,96707.71,BAND/GBP,2021-01-17
1610928000.0,7.6472,7.987,6.8873,7.3148,62644.36,BAND/GBP,2021-01-18
1611014400.0,7.328,7.8494,6.938,6.938,66813.35,BAND/GBP,2021-01-19
1611100800.0,6.9385,7.1271,6.2515,6.9357,53301.24,BAND/GBP,2021-01-20
1611187200.0,6.9357,6.97,5.55,5.6833,48700.86,BAND/GBP,2021-01-21
1611273600.0,5.6632,6.5908,5.2619,6.2105,37376.08,BAND/GBP,2021-01-22
1611360000.0,6.1736,7.4481,6.0972,7.0454,97568.75,BAND/GBP,2021-01-23
1611446400.0,6.9408,7.2786,6.5,6.8367,90478.21,BAND/GBP,2021-01-24
1611532800.0,6.8402,7.5649,6.55,6.55,114216.78,BAND/GBP,2021-01-25
1611619200.0,6.5505,6.9502,6.124,6.819,63389.86,BAND/GBP,2021-01-26
