Timestamp,Open,High,Low,Close,Volume,symbol,Date
1628726400.0,12.11,12.16,11.75,12.06,9902.51,WLUNA/GBP,2021-08-12
1628812800.0,12.09,12.98,12.01,12.85,8852.606,WLUNA/GBP,2021-08-13
1628899200.0,12.75,12.87,12.22,12.49,3634.686,WLUNA/GBP,2021-08-14
1628985600.0,12.55,14.14,11.91,14.04,7698.053,WLUNA/GBP,2021-08-15
1629072000.0,13.91,17.31,13.91,15.92,24784.469,WLUNA/GBP,2021-08-16
1629158400.0,16.11,22.84,15.42,18.66,25016.189,WLUNA/GBP,2021-08-17
1629244800.0,18.66,23.1,16.73,22.43,91307.035,WLUNA/GBP,2021-08-18
1629331200.0,22.49,24.3,21.15,21.59,22777.78,WLUNA/GBP,2021-08-19
1629417600.0,21.81,22.94,21.0,22.4,9518.248,WLUNA/GBP,2021-08-20
1629504000.0,22.34,22.34,19.88,20.06,4030.719,WLUNA/GBP,2021-08-21
1629590400.0,19.99,21.09,19.5,20.42,3004.012,WLUNA/GBP,2021-08-22
1629676800.0,20.32,22.12,19.94,22.12,11671.841,WLUNA/GBP,2021-08-23
1629763200.0,22.16,27.8,21.61,21.97,49287.11,WLUNA/GBP,2021-08-24
1629849600.0,22.15,22.56,20.75,21.85,15858.762,WLUNA/GBP,2021-08-25
1629936000.0,21.79,21.79,19.0,19.4,22206.033,WLUNA/GBP,2021-08-26
1630022400.0,19.37,23.9,19.37,23.8,49326.284,WLUNA/GBP,2021-08-27
1630108800.0,23.85,26.0,22.23,25.6,14555.602,WLUNA/GBP,2021-08-28
1630195200.0,25.45,27.15,24.34,24.71,26449.04,WLUNA/GBP,2021-08-29
1630281600.0,24.81,26.05,23.34,24.41,10780.218,WLUNA/GBP,2021-08-30
1630368000.0,24.38,25.07,22.83,23.54,4139.707,WLUNA/GBP,2021-08-31
1630454400.0,23.0,24.5,22.4,23.2,5312.886,WLUNA/GBP,2021-09-01
1630540800.0,23.2,24.45,22.93,23.98,2983.584,WLUNA/GBP,2021-09-02
1630627200.0,23.78,25.01,22.42,22.82,29120.777,WLUNA/GBP,2021-09-03
1630713600.0,22.82,23.63,22.5,22.67,5843.879,WLUNA/GBP,2021-09-04
1630800000.0,22.75,25.26,22.5,24.7,3863.578,WLUNA/GBP,2021-09-05
1630886400.0,25.0,25.14,22.2,23.1,10266.878,WLUNA/GBP,2021-09-06
1630972800.0,23.1,23.46,16.94,20.2,14698.855,WLUNA/GBP,2021-09-07
1631059200.0,20.26,23.32,18.22,21.25,47879.157,WLUNA/GBP,2021-09-08
1631145600.0,21.37,22.82,20.61,22.27,4930.344,WLUNA/GBP,2021-09-09
1631232000.0,22.43,31.57,22.33,31.29,128019.103,WLUNA/GBP,2021-09-10
1631318400.0,31.46,32.0,27.26,28.37,12412.537,WLUNA/GBP,2021-09-11
1631404800.0,28.48,31.46,27.44,28.52,10444.105,WLUNA/GBP,2021-09-12
1631491200.0,28.56,28.59,24.49,26.8,7886.559,WLUNA/GBP,2021-09-13
1631577600.0,27.32,27.32,25.12,26.0,7223.504,WLUNA/GBP,2021-09-14
1631664000.0,25.8,27.19,25.36,26.5,5706.105,WLUNA/GBP,2021-09-15
1631750400.0,26.52,28.79,25.5,27.02,9817.148,WLUNA/GBP,2021-09-16
1631836800.0,27.0,28.26,24.83,24.94,16936.152,WLUNA/GBP,2021-09-17
1631923200.0,25.14,26.41,24.92,25.37,22054.592,WLUNA/GBP,2021-09-18
1632009600.0,25.4,26.47,23.59,23.96,7020.624,WLUNA/GBP,2021-09-19
1632096000.0,23.9,23.9,19.28,19.53,27482.13,WLUNA/GBP,2021-09-20
1632182400.0,19.5,21.56,16.22,18.86,42366.585,WLUNA/GBP,2021-09-21
1632268800.0,18.85,24.59,18.54,24.42,24858.636,WLUNA/GBP,2021-09-22
1632355200.0,24.4,26.74,23.91,26.15,31501.42,WLUNA/GBP,2021-09-23
1632441600.0,25.86,30.11,23.69,29.8,39012.18,WLUNA/GBP,2021-09-24
1632528000.0,29.48,29.58,26.63,27.07,13366.763,WLUNA/GBP,2021-09-25
1632614400.0,26.89,27.21,24.5,24.98,9344.388,WLUNA/GBP,2021-09-26
1632700800.0,24.99,28.85,24.99,26.72,6120.785,WLUNA/GBP,2021-09-27
1632787200.0,26.35,27.08,24.47,24.61,8951.557,WLUNA/GBP,2021-09-28
1632873600.0,24.89,26.98,24.74,25.35,7854.861,WLUNA/GBP,2021-09-29
1632960000.0,25.48,28.75,25.21,28.5,13743.094,WLUNA/GBP,2021-09-30
1633046400.0,28.46,29.56,27.22,27.72,19426.077,WLUNA/GBP,2021-10-01
1633132800.0,27.76,32.13,27.41,31.08,11887.678,WLUNA/GBP,2021-10-02
