Timestamp,Open,High,Low,Close,Volume,symbol,Date
1609113600.0,0.2809,0.4149,0.2769,0.3339,46402766.377485,REN/USD,2020-12-28
1609200000.0,0.3351,0.435,0.326,0.3549,74332706.738543,REN/USD,2020-12-29
1609286400.0,0.3554,0.3638,0.3158,0.3241,33871277.875484,REN/USD,2020-12-30
1609372800.0,0.3241,0.3275,0.3006,0.3226,12783013.477655,REN/USD,2020-12-31
1609459200.0,0.3224,0.3449,0.3094,0.3174,13436687.027954,REN/USD,2021-01-01
1609545600.0,0.3179,0.3222,0.3003,0.3126,9370167.726605,REN/USD,2021-01-02
1609632000.0,0.3126,0.34,0.306,0.3343,16200994.03167,REN/USD,2021-01-03
1609718400.0,0.3345,0.3692,0.3001,0.3367,18321731.543547,REN/USD,2021-01-04
1609804800.0,0.3367,0.357,0.313,0.3437,14670192.65252,REN/USD,2021-01-05
1609891200.0,0.3442,0.3846,0.3294,0.3726,18429364.219688,REN/USD,2021-01-06
1609977600.0,0.3727,0.4465,0.3588,0.363,27479205.572219,REN/USD,2021-01-07
1610064000.0,0.3635,0.4359,0.3294,0.3875,20745919.574297,REN/USD,2021-01-08
1610150400.0,0.3875,0.4844,0.3653,0.4462,27733621.374828,REN/USD,2021-01-09
1610236800.0,0.4462,0.46,0.3701,0.4123,18508253.460178,REN/USD,2021-01-10
1610323200.0,0.413,0.4139,0.3066,0.3668,14827136.556337,REN/USD,2021-01-11
1610409600.0,0.3675,0.4098,0.35,0.3605,10717718.321783,REN/USD,2021-01-12
1610496000.0,0.3603,0.4433,0.35,0.4393,11257309.743608,REN/USD,2021-01-13
1610582400.0,0.4385,0.4996,0.4139,0.4789,22056387.218036,REN/USD,2021-01-14
1610668800.0,0.4781,0.5898,0.4422,0.5225,41884253.130666,REN/USD,2021-01-15
1610755200.0,0.5221,0.5802,0.4843,0.5335,21383177.66779,REN/USD,2021-01-16
1610841600.0,0.5322,0.6558,0.5155,0.6212,36886488.409953,REN/USD,2021-01-17
1610928000.0,0.6199,0.6999,0.57,0.5943,32964228.690152,REN/USD,2021-01-18
1611014400.0,0.5946,0.718,0.5751,0.6855,29234858.731641,REN/USD,2021-01-19
1611100800.0,0.6856,0.79,0.6349,0.7626,59599999.909234,REN/USD,2021-01-20
1611187200.0,0.7615,0.7698,0.5636,0.5842,41299994.461371,REN/USD,2021-01-21
1611273600.0,0.5842,0.69,0.5144,0.6362,33638673.893633,REN/USD,2021-01-22
1611360000.0,0.6353,0.6849,0.603,0.6282,17673081.196062,REN/USD,2021-01-23
1611446400.0,0.6296,0.6521,0.5914,0.6303,15334505.374297,REN/USD,2021-01-24
1611532800.0,0.6309,0.6395,0.5647,0.573,13586524.791753,REN/USD,2021-01-25
1611619200.0,0.573,0.605,0.5283,0.5999,13662414.003186,REN/USD,2021-01-26
1611705600.0,0.5999,0.602,0.5137,0.5206,12667966.697635,REN/USD,2021-01-27
