Timestamp,Open,High,Low,Close,Volume,symbol,Date
1609113600.0,249.52,277.58,246.65,267.64,2751.17331206,BCH/GBP,2020-12-28
1609200000.0,267.59,271.59,245.0,260.96,2440.96748067,BCH/GBP,2020-12-29
1609286400.0,260.29,270.46,252.45,262.98,1232.50199199,BCH/GBP,2020-12-30
1609372800.0,263.07,264.96,246.03,250.84,956.70187588,BCH/GBP,2020-12-31
1609459200.0,250.0,259.3,243.57,250.53,569.43813811,BCH/GBP,2021-01-01
1609545600.0,249.64,270.0,244.87,259.62,4907.51877959,BCH/GBP,2021-01-02
1609632000.0,259.71,317.99,259.69,311.44,8104.39898889,BCH/GBP,2021-01-03
1609718400.0,312.08,342.2,276.65,299.14,5426.78946025,BCH/GBP,2021-01-04
1609804800.0,299.54,314.94,287.19,308.03,2507.54439347,BCH/GBP,2021-01-05
1609891200.0,308.25,337.93,301.28,334.1,3530.94394746,BCH/GBP,2021-01-06
1609977600.0,335.16,358.17,317.04,331.99,4507.13049528,BCH/GBP,2021-01-07
1610064000.0,332.99,339.93,299.65,323.85,5787.23936928,BCH/GBP,2021-01-08
1610150400.0,323.85,495.0,310.0,425.27,12971.69027204,BCH/GBP,2021-01-09
1610236800.0,424.63,468.0,404.64,444.87,16199.14763534,BCH/GBP,2021-01-10
1610323200.0,445.29,445.45,281.0,354.92,12678.50211871,BCH/GBP,2021-01-11
1610409600.0,353.22,378.99,325.7,330.35,3419.06438514,BCH/GBP,2021-01-12
1610496000.0,329.81,368.04,318.32,364.34,2608.73616494,BCH/GBP,2021-01-13
1610582400.0,364.75,394.97,355.0,384.55,3687.92953563,BCH/GBP,2021-01-14
1610668800.0,385.59,390.89,333.92,364.1,2412.15391232,BCH/GBP,2021-01-15
1610755200.0,362.74,378.24,350.0,360.93,3104.82968012,BCH/GBP,2021-01-16
1610841600.0,359.81,364.97,341.21,354.01,2940.97340616,BCH/GBP,2021-01-17
1610928000.0,353.43,378.46,346.59,373.93,1854.03401482,BCH/GBP,2021-01-18
1611014400.0,375.0,405.0,370.35,372.3,4829.60220546,BCH/GBP,2021-01-19
1611100800.0,370.72,379.55,345.92,365.11,2716.05883254,BCH/GBP,2021-01-20
1611187200.0,365.11,365.11,293.96,305.13,4483.38493293,BCH/GBP,2021-01-21
1611273600.0,303.69,334.93,286.0,320.0,2869.3540076,BCH/GBP,2021-01-22
1611360000.0,320.88,324.03,307.0,315.76,1956.05396722,BCH/GBP,2021-01-23
1611446400.0,315.29,328.86,309.25,322.14,2521.11911454,BCH/GBP,2021-01-24
