Timestamp,Open,High,Low,Close,Volume,symbol,Date
1630454400.0,14.1,14.1,11.52,12.2,29007.0,RAD/EUR,2021-09-01
1630540800.0,12.17,13.65,11.02,11.21,23413.13,RAD/EUR,2021-09-02
1630627200.0,11.22,11.45,10.45,10.53,25420.23,RAD/EUR,2021-09-03
1630713600.0,10.52,11.5,10.16,10.55,21426.27,RAD/EUR,2021-09-04
1630800000.0,10.49,10.64,10.2,10.27,19407.08,RAD/EUR,2021-09-05
1630886400.0,10.23,10.64,10.18,10.51,15258.27,RAD/EUR,2021-09-06
1630972800.0,10.51,11.33,8.46,8.81,29096.5,RAD/EUR,2021-09-07
1631059200.0,8.83,8.87,8.04,8.6,28249.93,RAD/EUR,2021-09-08
1631145600.0,8.59,9.36,8.38,8.69,13833.66,RAD/EUR,2021-09-09
1631232000.0,8.73,8.76,8.32,8.46,8531.19,RAD/EUR,2021-09-10
1631318400.0,8.48,8.98,8.28,8.51,7176.11,RAD/EUR,2021-09-11
1631404800.0,8.58,8.91,8.49,8.6,4514.33,RAD/EUR,2021-09-12
1631491200.0,8.59,8.61,8.22,8.47,7280.63,RAD/EUR,2021-09-13
1631577600.0,8.47,9.61,8.26,8.68,11443.53,RAD/EUR,2021-09-14
1631664000.0,8.63,8.83,8.51,8.78,11931.57,RAD/EUR,2021-09-15
1631750400.0,8.8,9.1,8.33,8.34,8230.01,RAD/EUR,2021-09-16
1631836800.0,8.37,8.68,8.1,8.12,5791.14,RAD/EUR,2021-09-17
1631923200.0,8.11,8.36,8.09,8.16,2705.81,RAD/EUR,2021-09-18
1632009600.0,8.16,8.2,8.05,8.05,1873.43,RAD/EUR,2021-09-19
1632096000.0,8.05,8.05,7.2,7.44,7571.13,RAD/EUR,2021-09-20
1632182400.0,7.44,7.55,7.15,7.15,1924.85,RAD/EUR,2021-09-21
1632268800.0,7.15,7.5,7.08,7.5,2020.85,RAD/EUR,2021-09-22
1632355200.0,7.58,8.27,7.44,7.91,3246.46,RAD/EUR,2021-09-23
1632441600.0,7.87,7.87,7.1,7.25,4326.75,RAD/EUR,2021-09-24
1632528000.0,7.15,7.15,6.96,7.01,1416.45,RAD/EUR,2021-09-25
1632614400.0,6.95,6.95,6.61,6.81,4032.98,RAD/EUR,2021-09-26
1632700800.0,6.82,7.04,6.82,6.91,4518.18,RAD/EUR,2021-09-27
1632787200.0,6.92,8.5,6.92,7.28,22782.17,RAD/EUR,2021-09-28
1632873600.0,7.29,7.52,7.05,7.05,2059.74,RAD/EUR,2021-09-29
1632960000.0,7.04,7.12,6.99,7.11,3159.06,RAD/EUR,2021-09-30
1633046400.0,7.1,7.45,7.1,7.4,2263.9,RAD/EUR,2021-10-01
1633132800.0,7.35,7.48,7.3,7.43,11782.49,RAD/EUR,2021-10-02
1633219200.0,7.43,8.15,7.37,7.64,5576.69,RAD/EUR,2021-10-03
1633305600.0,7.64,7.67,7.32,7.47,4052.08,RAD/EUR,2021-10-04
1633392000.0,7.48,8.18,7.44,7.72,3110.32,RAD/EUR,2021-10-05
1633478400.0,7.71,8.65,7.68,8.47,7787.15,RAD/EUR,2021-10-06
1633564800.0,8.44,25.0,8.17,15.48,260025.82,RAD/EUR,2021-10-07
1633651200.0,15.62,18.05,13.06,13.56,128792.02,RAD/EUR,2021-10-08
1633737600.0,13.58,14.65,12.02,12.67,84789.53,RAD/EUR,2021-10-09
1633824000.0,12.59,18.0,11.9,14.9,209875.22,RAD/EUR,2021-10-10
1633910400.0,14.91,15.33,12.61,13.37,146267.2,RAD/EUR,2021-10-11
1633996800.0,13.34,13.59,12.02,12.39,104781.33,RAD/EUR,2021-10-12
1634083200.0,12.34,12.82,11.65,11.78,59701.88,RAD/EUR,2021-10-13
1634169600.0,11.78,12.73,11.69,11.96,95592.28,RAD/EUR,2021-10-14
1634256000.0,11.96,12.01,10.72,11.06,92184.13,RAD/EUR,2021-10-15
1634342400.0,11.07,11.42,10.75,11.07,99068.8,RAD/EUR,2021-10-16
1634428800.0,11.04,15.32,10.81,11.29,234949.22,RAD/EUR,2021-10-17
1634515200.0,11.25,11.85,10.87,11.29,111124.32,RAD/EUR,2021-10-18
1634601600.0,11.3,12.29,10.95,11.12,98956.52,RAD/EUR,2021-10-19
1634688000.0,11.12,11.77,11.07,11.43,34424.58,RAD/EUR,2021-10-20
1634774400.0,11.43,11.51,10.81,10.87,25251.7,RAD/EUR,2021-10-21
1634860800.0,10.89,11.17,10.57,10.69,13234.14,RAD/EUR,2021-10-22
1634947200.0,10.67,10.67,10.25,10.37,6308.06,RAD/EUR,2021-10-23
